approve;black;hispan;obrat;loanprc;unem;male;married;dep;self;sch;chist;pubrec
1;0;0;38,0999984741211;0,553648054599762;4,30000019073486;1;1;3;0;1;1;0
1;0;0;39,2999992370605;0,795454561710358;3,20000004768372;1;1;0;0;0;1;0
1;0;0;17;0,801169574260712;4,30000019073486;1;1;0;1;1;1;0
1;0;0;30;0,529801309108734;3,09999990463257;1;1;2;0;1;1;0
0;0;0;39,7999992370605;0,716049373149872;3,20000004768372;1;1;0;0;1;1;0
1;0;0;33,7999992370605;0,778378367424011;3,20000004768372;0;0;0;0;1;1;0
0;0;0;20;0,800000011920929;3,59999990463257;1;0;0;0;1;0;0
1;0;0;30;0,800675690174103;3,20000004768372;1;0;0;0;1;1;0
1;0;0;24;0,899999976158142;3,09999990463257;1;0;1;0;0;0;1
1;1;0;34,7000007629395;0,800000011920929;3,20000004768372;0;0;0;0;1;1;0
1;0;0;40;0,526315808296204;3,59999990463257;1;1;1;0;0;1;0
1;0;0;35,5999984741211;0,57297295331955;2;0;0;0;0;0;0;0
1;0;0;38;0,800000011920929;3,09999990463257;0;0;1;0;1;1;0
1;0;0;43;1;3,90000009536743;1;1;0;0;0;1;0
1;0;0;35;0,797687888145447;5,30000019073486;1;1;2;1;1;1;0
1;0;0;25;1,64705884456635;10,6000003814697;1;1;2;0;1;1;0
1;0;0;35;0,800000011920929;1,79999995231628;0;0;0;0;1;1;0
1;1;0;39;0,803738296031952;3,90000009536743;0;1;1;0;1;1;0
1;0;1;29;0,746478855609894;3,90000009536743;1;1;0;0;1;1;0
1;0;0;27;0,654205620288849;3,59999990463257;1;1;0;0;1;1;0
1;0;0;36,5;0,898692786693573;3,20000004768372;1;1;0;0;1;1;0
1;0;0;35;0,52173912525177;3,90000009536743;1;1;3;0;1;1;0
1;0;0;37;1;1,79999995231628;0;1;1;0;1;1;0
1;0;0;37,2999992370605;0,953191518783569;3,90000009536743;1;1;2;0;0;0;1
1;1;0;42;0,895424842834473;3,20000004768372;1;1;0;0;1;0;0
0;1;0;36,7000007629395;0,670588254928589;3,90000009536743;1;1;0;0;1;0;0
1;0;0;21,7000007629395;0,793103456497192;3,20000004768372;1;1;4;0;1;1;0
1;0;0;37,2999992370605;0,555555582046509;3,09999990463257;1;0;0;0;1;1;0
1;0;0;33,7000007629395;0,357142865657806;3,90000009536743;0;0;0;0;0;1;0
1;0;0;36,5999984741211;0,899328887462616;3,90000009536743;1;1;2;0;1;0;0
1;0;0;26,6000003814697;0,6484375;5,30000019073486;1;1;0;0;1;1;0
1;0;0;19;0,896551728248596;3,20000004768372;0;0;0;0;1;1;0
1;0;0;37;0,885714292526245;3,09999990463257;1;1;1;0;1;0;0
1;0;0;37;0,800000011920929;3,20000004768372;1;1;2;0;1;0;0
1;1;0;38;0,899999976158142;3,90000009536743;1;0;0;0;0;1;0
1;0;0;34;0,921212136745453;5,30000019073486;1;0;0;0;1;0;0
0;0;0;32;0,801120460033417;1,79999995231628;0;1;1;1;1;1;0
1;0;0;28;0,90285712480545;3,09999990463257;1;1;0;0;1;1;0
1;0;0;27;0,219999998807907;10,6000003814697;1;0;1;0;1;1;0
1;0;0;34;0,795454561710358;3,20000004768372;1;1;0;0;1;1;0
1;0;0;37;0,798418998718262;3,20000004768372;1;1;0;0;1;1;0
1;0;0;36;0,763819098472595;1,79999995231628;1;0;0;0;1;0;0
1;0;0;36,9000015258789;0,919199466705322;2;1;1;0;0;0;1;0
1;0;0;32;0,748000025749207;1,79999995231628;1;1;2;0;1;0;0
1;0;0;36,5999984741211;0,718518495559692;4,30000019073486;1;1;2;0;1;1;0
1;0;0;34;0,800000011920929;1,79999995231628;1;1;0;0;1;1;0
1;0;0;34;0,0933032333850861;3,20000004768372;1;0;0;0;1;1;0
1;0;0;33,9000015258789;0,870967745780945;3,59999990463257;1;1;0;0;1;1;0
1;0;0;26;0,800000011920929;5,30000019073486;1;1;1;0;1;1;0
1;1;0;35;0,899999976158142;3,20000004768372;1;1;2;0;0;1;0
1;0;0;34,0999984741211;0,883076906204224;3,09999990463257;1;1;3;0;1;1;0
1;0;0;38,4000015258789;0,802348375320435;3,59999990463257;1;0;0;1;1;1;0
1;0;0;30;0,783783793449402;10,6000003814697;1;1;0;0;1;0;0
0;0;0;70;0,902564108371735;3,90000009536743;1;0;0;0;1;1;0
1;0;0;47;0,725806474685669;3,59999990463257;1;1;2;0;1;0;0
1;0;0;25;0,930232584476471;4,30000019073486;1;1;0;0;1;1;0
1;1;0;32;0,899999976158142;3,90000009536743;1;1;3;0;1;1;0
0;0;0;37;0,868421077728271;4,30000019073486;1;1;0;1;0;0;0
1;0;0;24;0,700757563114166;3,20000004768372;1;1;2;0;1;1;0
1;0;0;33,2999992370605;0,46428570151329;3,09999990463257;1;1;2;0;1;1;0
1;0;0;35;0,620689630508423;10,6000003814697;1;1;0;1;1;1;0
1;0;0;42;0,954545438289642;1,79999995231628;0;0;0;0;1;1;0
0;0;0;37;0,896341443061829;3,09999990463257;1;1;1;0;1;0;1
1;0;0;39;0,646258533000946;3,90000009536743;1;1;2;0;0;0;0
1;0;0;32;0,899224817752838;10,6000003814697;1;1;4;0;0;1;0
1;0;0;37;0,899408280849457;4,30000019073486;1;1;2;0;1;1;0
1;0;0;29,6000003814697;0,703125;3,20000004768372;0;0;0;0;1;0;0
1;1;0;37,2999992370605;0,800000011920929;3,90000009536743;1;1;1;0;0;1;0
1;0;0;34;0,896103918552399;3,09999990463257;1;0;0;0;1;1;0
1;0;0;23;0,54347825050354;3,59999990463257;1;1;0;0;1;1;0
1;0;0;34;0,785714268684387;2;0;0;0;0;1;1;0
0;0;0;37;0,899224817752838;3,20000004768372;0;0;0;0;1;1;1
1;0;0;28;0,800000011920929;3,90000009536743;1;1;0;1;1;1;0
1;0;1;33;0,800000011920929;5,30000019073486;0;0;0;0;0;1;0
0;0;0;33;0,898954689502716;3,20000004768372;1;1;0;0;1;1;0
1;0;0;36,0999984741211;0,692840695381165;3,20000004768372;1;1;0;0;0;1;1
1;0;0;25;0,801652908325195;1,79999995231628;1;0;0;0;1;1;0
0;0;0;46;0,899999976158142;5,30000019073486;1;0;0;0;0;0;0
1;0;0;29;0,722222208976746;1,79999995231628;1;1;2;0;1;1;0
1;0;0;30,6000003814697;0,800000011920929;3,20000004768372;0;0;0;0;1;0;0
1;0;0;31,2999992370605;0,740000009536743;3,09999990463257;1;1;0;0;1;1;0
1;0;0;43;0,800000011920929;3,20000004768372;1;1;1;0;1;1;0
1;0;0;18;1,05555558204651;1,79999995231628;1;1;0;0;1;1;0
1;0;0;32;0,75;3,20000004768372;1;0;0;0;1;1;0
1;0;0;33;0,5;3,09999990463257;1;1;2;0;1;1;0
1;0;0;31,8999996185303;0,65587043762207;2;1;1;0;0;0;0;0
1;0;0;34,7999992370605;0,800000011920929;3,09999990463257;1;1;1;0;1;1;0
1;0;1;34;0,615384638309479;3,59999990463257;1;0;0;0;1;1;0
0;0;0;42,9000015258789;0,75138121843338;3,20000004768372;0;0;0;0;1;1;0
1;0;0;28;0,899999976158142;3,20000004768372;1;0;0;0;0;1;0
1;0;0;36,0999984741211;0,747826099395752;1,79999995231628;1;1;0;0;1;1;0
1;0;0;33;0,796116530895233;2;0;0;0;0;1;1;0
1;0;0;36,7000007629395;0,708029210567474;4,30000019073486;1;1;2;1;0;1;0
1;0;0;95;0,547058820724487;10,6000003814697;1;1;0;1;1;0;0
1;0;0;28;0,899999976158142;3,09999990463257;1;0;0;0;1;1;0
1;0;0;39;0,898809552192688;2;1;1;0;0;0;1;0
0;1;0;21;0,612903237342834;10,6000003814697;1;1;3;0;0;1;1
1;0;0;26,2999992370605;0,615384638309479;3,20000004768372;1;1;1;0;1;1;0
1;0;0;33,7000007629395;0,427350431680679;3,20000004768372;0;1;0;0;1;1;0
1;0;1;29,2000007629395;0,722007751464844;3,90000009536743;1;1;3;1;1;1;0
1;0;0;34,2000007629395;0,903999984264374;2;1;0;0;0;1;1;0
0;0;0;33;0,846153855323792;4,30000019073486;1;0;0;0;1;1;0
1;0;0;26;0,884615361690521;5,30000019073486;1;1;0;0;0;1;0
0;0;0;45;2,20000004768372;10,6000003814697;1;1;1;1;1;1;0
1;0;0;25;0,613636374473572;3,20000004768372;1;0;0;0;1;1;0
1;0;0;22;0,694267511367798;3,20000004768372;1;0;0;0;1;1;0
0;0;0;56;2,57142853736877;1,79999995231628;1;1;3;0;1;1;1
1;1;0;28,5;0,80246913433075;3,90000009536743;1;1;3;1;0;1;0
1;0;0;35,2999992370605;0,375;3,59999990463257;1;1;1;1;1;1;0
0;1;0;38;0,954285740852356;3,20000004768372;0;1;2;0;1;1;0
1;0;0;41;0,719230771064758;1,79999995231628;1;0;0;0;1;1;0
1;0;0;33;0,699999988079071;3,20000004768372;1;1;2;0;1;0;0
1;0;0;29;0,719230771064758;4,30000019073486;1;1;3;1;0;1;0
1;0;0;30;0,800000011920929;3,90000009536743;1;0;0;0;1;0;0
1;0;0;37;0,577777802944183;2;1;1;1;0;1;1;0
0;1;0;35,7999992370605;0,898305058479309;3,59999990463257;1;1;0;0;1;0;1
1;0;0;39;0,901023864746094;3,20000004768372;1;1;0;0;1;1;0
1;0;0;12;0,333333343267441;3,20000004768372;1;1;1;0;1;1;0
1;0;1;35,2999992370605;0,896907210350037;4,30000019073486;1;0;0;0;0;1;0
1;1;0;45;1;3,90000009536743;1;1;0;0;0;0;0
1;0;0;32;0,921465992927551;3,09999990463257;1;1;0;0;1;1;0
1;0;1;31,3999996185303;0,800000011920929;3,09999990463257;1;0;0;0;1;1;0
1;0;0;23;0,5530726313591;3,09999990463257;1;1;2;0;0;1;0
1;0;0;21;0,4375;2;0;1;4;0;0;0;0
1;0;0;32;0,904347836971283;10,6000003814697;1;1;0;0;1;0;0
1;0;0;37,0999984741211;0,902097880840302;3,20000004768372;1;0;0;0;0;1;0
1;0;0;37,9000015258789;0,800000011920929;3,09999990463257;1;1;1;0;1;1;0
1;0;0;18;0,578947365283966;4,30000019073486;1;1;0;0;1;1;0
1;0;0;46;0,77142858505249;10,6000003814697;1;0;0;0;1;1;0
1;0;0;31;0,723684191703796;3,20000004768372;1;1;0;0;1;1;0
1;0;0;23;0,619469046592712;1,79999995231628;1;0;0;0;1;1;0
1;0;0;26;0,747368395328522;4,30000019073486;0;0;0;0;1;1;0
1;0;0;28,7000007629395;0,761904776096344;3,20000004768372;1;1;1;0;1;1;0
1;0;0;40,4000015258789;0,800000011920929;3,90000009536743;1;1;3;0;0;1;0
1;0;0;34;0,800000011920929;8,89999961853027;1;1;0;1;0;0;0
1;0;0;35,7999992370605;0,902777791023254;2;1;1;6;0;1;1;0
1;0;0;37;1,4880952835083;3,20000004768372;1;1;3;0;0;1;0
1;0;1;37;0,923076927661896;5,30000019073486;1;1;2;0;0;1;0
1;1;0;36;0,748717963695526;3,20000004768372;1;1;3;0;1;1;0
1;0;0;14,3000001907349;0,0877192988991737;10,6000003814697;1;1;2;0;1;1;0
1;0;0;38;0,574999988079071;10,6000003814697;1;1;4;0;1;0;1
1;0;0;47;1;10,6000003814697;1;1;0;0;0;1;0
1;0;0;44;0,416666656732559;10,6000003814697;1;1;0;1;1;1;0
1;0;0;40,7000007629395;0,748936176300049;3,20000004768372;1;0;0;0;1;1;0
1;0;0;26,6000003814697;0,898989915847778;2;1;1;2;0;1;1;0
1;0;0;38,5999984741211;0,862068951129913;3,20000004768372;1;1;1;0;1;1;0
1;0;0;34;0,796610176563263;3,20000004768372;1;1;0;0;0;0;0
1;0;0;36;0,7843137383461;5,30000019073486;1;0;0;0;1;1;0
1;0;0;31,7000007629395;0,50561797618866;10,6000003814697;1;1;1;0;0;1;0
1;0;0;35,7000007629395;0,699999988079071;3,09999990463257;1;1;0;0;1;1;0
1;0;0;32;0,800000011920929;2;1;0;0;0;1;1;0
1;0;0;24,3999996185303;0,800000011920929;4,30000019073486;1;1;0;1;0;1;0
1;0;0;47,9000015258789;0,70652174949646;4,30000019073486;1;0;0;0;1;1;0
1;0;0;35;0,921568632125854;1,79999995231628;1;0;0;0;1;1;0
1;0;0;39;0,61023622751236;4,30000019073486;1;1;1;0;1;1;0
1;1;0;32;0,942446053028107;1,79999995231628;1;1;0;0;1;1;0
0;0;1;47;0,948905110359192;10,6000003814697;0;0;0;0;0;1;0
1;0;0;28,3999996185303;0,356060594320297;3,09999990463257;1;1;2;0;1;1;0
1;0;0;39;0,899999976158142;10,6000003814697;1;1;2;0;0;1;0
1;0;0;11,3999996185303;0,544959127902985;4,30000019073486;0;1;0;0;1;1;0
1;0;0;39;0,899328887462616;4,30000019073486;1;1;2;0;1;1;0
1;0;1;32;0,921465992927551;3,20000004768372;0;1;2;0;1;0;0
0;0;0;30,1000003814697;0,902222216129303;10,6000003814697;1;0;0;1;1;1;0
1;0;0;30;0,901315808296204;2;0;1;0;0;1;1;0
1;1;0;36;0,800000011920929;3,09999990463257;1;1;1;1;1;1;0
1;0;1;38,2000007629395;0,765432119369507;3,20000004768372;1;1;2;1;1;1;0
1;0;0;27;0,899999976158142;3,20000004768372;1;1;0;0;0;0;0
1;0;0;19,6000003814697;0,5625;3,20000004768372;1;1;0;0;1;1;0
1;0;0;26;0,217391297221184;3,20000004768372;1;1;0;0;1;1;0
1;0;0;34;0,534883737564087;3,90000009536743;1;1;0;0;0;1;0
1;0;0;37,7000007629395;0,757575750350952;10,6000003814697;1;1;0;1;1;1;0
1;0;0;61;0,800000011920929;3,09999990463257;1;0;0;0;1;1;0
1;1;0;32;0,893617033958435;3,20000004768372;1;1;3;0;0;0;0
1;1;0;36;0,653979241847992;3,20000004768372;0;0;2;0;1;1;0
1;0;1;16,7999992370605;0,897959172725677;3,20000004768372;0;0;0;1;1;1;1
1;0;0;36;0,800000011920929;4,30000019073486;0;0;0;0;1;1;0
1;1;0;37,5;0,895833313465118;3,09999990463257;1;1;0;0;1;1;0
1;0;0;26,8999996185303;0,798780500888824;3,90000009536743;1;1;0;0;1;1;0
1;1;0;40;0,886956512928009;3,20000004768372;0;0;2;0;1;0;0
1;0;0;39;0,898648619651794;3,90000009536743;1;1;2;0;0;1;0
0;1;0;31;0,631578922271729;3,59999990463257;0;0;0;0;1;0;0
1;0;0;41;0,581395328044891;3,90000009536743;1;1;3;0;0;1;0
1;0;0;33,5999984741211;0,800636231899261;3,20000004768372;1;0;0;0;1;0;0
1;0;0;37;0,797687888145447;3,09999990463257;1;1;0;0;1;1;0
0;1;0;31;0,899999976158142;3,20000004768372;1;1;0;0;0;1;0
1;0;0;22,7999992370605;0,761904776096344;3,09999990463257;1;1;0;0;0;1;0
1;0;0;40;0,802857160568237;3,09999990463257;1;1;3;0;1;1;0
1;0;0;22;0,793103456497192;3,09999990463257;1;0;0;0;1;1;0
1;0;0;31;0,888888895511627;3,20000004768372;1;1;0;0;1;1;0
1;0;0;44;0,677083313465118;5,30000019073486;1;1;0;0;1;1;0
1;0;0;28,1000003814697;0,477040827274323;3,20000004768372;1;1;0;0;1;1;0
1;0;1;32;0,801470577716827;4,30000019073486;1;1;0;0;0;1;0
0;0;0;38;0,895238101482391;3,20000004768372;1;1;0;0;1;0;1
1;0;0;35;0,899159669876099;3,09999990463257;1;0;0;0;1;1;1
1;0;0;31,1000003814697;0,906474828720093;3,20000004768372;1;0;0;0;1;1;0
1;0;0;39;0,751351356506348;3,09999990463257;1;1;3;0;1;1;0
1;0;0;34,7000007629395;0,759999990463257;3,20000004768372;0;0;0;0;1;1;0
1;0;0;26,6000003814697;0,411522626876831;2;1;1;1;0;1;1;0
1;0;0;21,2000007629395;0,882352948188782;3,20000004768372;1;1;2;0;1;1;0
0;0;0;36;0,805369138717651;1,79999995231628;1;0;0;1;0;1;0
1;0;0;29;0,373626381158829;3,90000009536743;1;1;1;0;1;1;0
1;0;1;32,7999992370605;0,899999976158142;3,20000004768372;1;1;0;0;0;1;0
1;0;0;20,8999996185303;0,728597462177277;3,20000004768372;1;1;2;0;1;1;0
1;0;0;20;0,939189195632935;3,20000004768372;1;1;1;0;1;1;0
1;0;0;37;0,707317054271698;4,30000019073486;0;0;0;0;1;1;0
1;0;0;31,6000003814697;0,801526725292206;1,79999995231628;1;1;0;0;1;1;0
1;0;0;35,7999992370605;0,903999984264374;3,20000004768372;1;0;0;0;1;0;0
0;0;0;44;0,821238934993744;3,20000004768372;1;1;0;1;1;1;0
1;0;0;32;0,277777791023254;3,20000004768372;0;1;0;0;1;1;0
1;0;0;37;0,649999976158142;3,09999990463257;1;1;0;0;1;1;0
1;0;0;44;0,803418815135956;3,20000004768372;1;1;4;0;0;1;1
1;0;0;26,6000003814697;0,899999976158142;3,09999990463257;1;1;0;0;0;1;0
1;0;0;27;0,89393937587738;10,6000003814697;1;1;1;0;1;1;0
1;0;0;39;0,900709211826324;3,20000004768372;1;1;1;0;1;1;0
1;0;0;31,7000007629395;0,795454561710358;3,09999990463257;1;1;2;0;0;1;0
0;1;0;21,8999996185303;0,800000011920929;4,30000019073486;1;1;0;0;0;1;0
1;0;0;37;0,607142865657806;3,20000004768372;0;0;1;1;1;1;1
1;0;0;43;0,537414968013763;3,20000004768372;1;1;0;0;1;1;0
1;0;0;19,3999996185303;0,798780500888824;3,20000004768372;1;0;0;0;1;1;0
1;0;0;38,4000015258789;0,802139043807983;5,30000019073486;1;0;0;0;1;1;0
1;0;0;31;0,495049506425858;3,20000004768372;1;1;2;0;1;1;0
1;1;0;32;0,925000011920929;3,20000004768372;1;1;2;0;1;0;0
1;1;0;35;0,900763332843781;3,90000009536743;1;0;0;0;1;1;0
1;0;0;39;0,799347460269928;3,20000004768372;1;1;0;0;1;1;0
1;0;0;23,3999996185303;0,778894484043121;3,20000004768372;1;0;0;0;1;1;0
